file,alpha,coverage_target,delta,epsilon_train_target,epsilon_cal,num_bins,cal_size,train_size,seed,device,np_accuracy,np_coverage,np_avg_set_size,np_tau,dp_accuracy,epsilon_train_realized,noise_multiplier,tau_nonprivate_cal,dp_coverage_nonprivate_cal,dp_avg_set_size_nonprivate_cal,beta,coverage_lower_bound_formal,tau_dp_cal,dp_coverage_dpcal,dp_avg_set_size_dpcal,lambda,noise_scale,k,nominal_coverage,requested_coverage_target,overall_empirical_ok,overall_formal_ok,coverage_ok_empirical,privacy_training_ok,epsilon_total_basic,emp_minus_bound,overall_empirical_contract_ok,empirical_margin_to_target
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.95_beta_0.001_seed_2.json,0.040000000000000036,0.95,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.991,1.0848,0.12114936113357544,0.9123,0.9980757255799324,0.849609375,0.23002147674560547,0.9341,1.0662,0.001,0.959,1.0,0.9123,1.0,540.9889142205142,50.0,481,0.96,0.95,False,True,False,True,1.9980757255799324,-0.046699999999999964,False,-0.037699999999999956
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.9_beta_0.001_seed_0.json,0.040000000000000036,0.9,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,540.9889142205142,50.0,481,0.96,0.9,True,True,True,True,1.9980757255799324,-0.04930000000000001,True,0.009699999999999931
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.9_beta_0.001_seed_1.json,0.040000000000000036,0.9,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.99,1.0735,0.13725000619888306,0.9125,0.9980757255799324,0.849609375,0.12422281503677368,0.9426,1.1045,0.001,0.959,1.0,0.9125,1.0,540.9889142205142,50.0,481,0.96,0.9,True,True,True,True,1.9980757255799324,-0.046499999999999986,True,0.012499999999999956
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.9_beta_0.001_seed_2.json,0.040000000000000036,0.9,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.991,1.0848,0.12114936113357544,0.9123,0.9980757255799324,0.849609375,0.23002147674560547,0.9341,1.0662,0.001,0.959,1.0,0.9123,1.0,540.9889142205142,50.0,481,0.96,0.9,True,True,True,True,1.9980757255799324,-0.046699999999999964,True,0.012299999999999978
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.89_beta_0.001_seed_0.json,0.09999999999999998,0.89,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.89,True,True,True,True,1.9980757255799324,0.010699999999999932,True,0.01969999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.89_beta_0.001_seed_1.json,0.09999999999999998,0.89,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.89,True,True,True,True,1.9980757255799324,0.013499999999999956,True,0.022499999999999964
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.89_beta_0.001_seed_2.json,0.09999999999999998,0.89,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.89,True,True,True,True,1.9980757255799324,0.013299999999999979,True,0.022299999999999986
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.91_beta_0.001_seed_0.json,0.09999999999999998,0.91,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.91,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.000300000000000078
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.91_beta_0.001_seed_1.json,0.09999999999999998,0.91,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.91,True,False,True,True,1.9980757255799324,0.013499999999999956,True,0.0024999999999999467
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.91_beta_0.001_seed_2.json,0.09999999999999998,0.91,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.91,True,False,True,True,1.9980757255799324,0.013299999999999979,True,0.0022999999999999687
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.92_beta_0.001_seed_0.json,0.09999999999999998,0.92,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.92,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.010300000000000087
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.92_beta_0.001_seed_1.json,0.09999999999999998,0.92,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.92,False,False,False,True,1.9980757255799324,0.013499999999999956,False,-0.007500000000000062
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.92_beta_0.001_seed_2.json,0.09999999999999998,0.92,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.92,False,False,False,True,1.9980757255799324,0.013299999999999979,False,-0.00770000000000004
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.93_beta_0.001_seed_0.json,0.09999999999999998,0.93,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.93,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.020300000000000096
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.93_beta_0.001_seed_1.json,0.09999999999999998,0.93,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.93,False,False,False,True,1.9980757255799324,0.013499999999999956,False,-0.01750000000000007
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.93_beta_0.001_seed_2.json,0.09999999999999998,0.93,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.93,False,False,False,True,1.9980757255799324,0.013299999999999979,False,-0.01770000000000005
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.94_beta_0.001_seed_0.json,0.09999999999999998,0.94,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.94,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.030299999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.94_beta_0.001_seed_1.json,0.09999999999999998,0.94,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.94,False,False,False,True,1.9980757255799324,0.013499999999999956,False,-0.02749999999999997
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.94_beta_0.001_seed_2.json,0.09999999999999998,0.94,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.94,False,False,False,True,1.9980757255799324,0.013299999999999979,False,-0.027699999999999947
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.95_beta_0.001_seed_0.json,0.09999999999999998,0.95,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.95,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.0403
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.95_beta_0.001_seed_1.json,0.09999999999999998,0.95,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.95,False,False,False,True,1.9980757255799324,0.013499999999999956,False,-0.03749999999999998
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.95_beta_0.001_seed_2.json,0.09999999999999998,0.95,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.95,False,False,False,True,1.9980757255799324,0.013299999999999979,False,-0.037699999999999956
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.9_beta_0.001_seed_0.json,0.09999999999999998,0.9,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.9,True,False,True,True,1.9980757255799324,0.010699999999999932,True,0.009699999999999931
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.9_beta_0.001_seed_1.json,0.09999999999999998,0.9,1e-05,1.0,1.0,50,500,59500,1,cuda,0.9736,0.9946,1.1643,0.04122817516326904,0.9125,0.9980757255799324,0.849609375,0.03787875175476074,0.9557,1.1946,0.001,0.899,1.0,0.9125,1.0,540.9889142205142,50.0,451,0.9,0.9,True,False,True,True,1.9980757255799324,0.013499999999999956,True,0.012499999999999956
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.9_beta_0.001_seed_2.json,0.09999999999999998,0.9,1e-05,1.0,1.0,50,500,59500,2,cuda,0.9732,0.9949,1.1521,0.048703551292419434,0.9123,0.9980757255799324,0.849609375,0.057643890380859375,0.9536,1.1696,0.001,0.899,1.0,0.9123,1.0,540.9889142205142,50.0,451,0.9,0.9,True,False,True,True,1.9980757255799324,0.013299999999999979,True,0.012299999999999978
